PING 192.168.0.3 (192.168.0.3) 56(84) bytes of data.
64 bytes from mail.ru (94.100.180.200): icmp_seq=49 ttl=54 time=117 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=50 ttl=54 time=105 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=51 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=52 ttl=54 time=102 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=53 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=54 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=55 ttl=54 time=104 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=56 ttl=54 time=120 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=57 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=58 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=59 ttl=54 time=110 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=60 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=61 ttl=54 time=111 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=62 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=63 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=64 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=65 ttl=54 time=147 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=66 ttl=54 time=116 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=67 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=68 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=69 ttl=54 time=120 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=70 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=71 ttl=54 time=99.4 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=72 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=73 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=74 ttl=54 time=132 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=75 ttl=54 time=104 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=76 ttl=54 time=111 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=77 ttl=54 time=113 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=78 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=79 ttl=54 time=118 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=80 ttl=54 time=116 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=81 ttl=54 time=115 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=82 ttl=54 time=102 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=83 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=84 ttl=54 time=116 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=85 ttl=54 time=104 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=86 ttl=54 time=111 ms

--- mail.ru ping statistics ---
86 packets transmitted, 86 received, 0% packet loss, time 114410ms
rtt min/avg/max/mdev = 99.388/111.935/154.875/11.300 ms
PING mail.ru (94.100.180.200) 56(84) bytes of data.
64 bytes from mail.ru (94.100.180.200): icmp_seq=1 ttl=54 time=126 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=2 ttl=54 time=127 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=3 ttl=54 time=98.4 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=4 ttl=54 time=113 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=5 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=6 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=7 ttl=54 time=114 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=8 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=9 ttl=54 time=110 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=10 ttl=54 time=115 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=11 ttl=54 time=111 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=12 ttl=54 time=102 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=13 ttl=54 time=123 ms

--- mail.ru ping statistics ---
13 packets transmitted, 13 received, 0% packet loss, time 12015ms
rtt min/avg/max/mdev = 98.368/112.193/126.702/8.641 ms
PING mail.ru (94.100.180.200) 56(84) bytes of data.
64 bytes from mail.ru (94.100.180.200): icmp_seq=1 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=2 ttl=54 time=112 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=3 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=4 ttl=54 time=116 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=5 ttl=54 time=104 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=6 ttl=54 time=110 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=7 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=8 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=9 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=10 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=11 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=12 ttl=54 time=125 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=13 ttl=54 time=115 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=14 ttl=54 time=119 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=15 ttl=54 time=105 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=16 ttl=54 time=110 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=17 ttl=54 time=103 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=18 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=19 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=20 ttl=54 time=114 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=21 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=22 ttl=54 time=121 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=23 ttl=54 time=104 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=24 ttl=54 time=113 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=25 ttl=54 time=112 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=26 ttl=54 time=114 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=27 ttl=54 time=109 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=28 ttl=54 time=110 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=29 ttl=54 time=114 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=30 ttl=54 time=112 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=31 ttl=54 time=116 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=32 ttl=54 time=134 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=33 ttl=54 time=142 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=34 ttl=54 time=127 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=35 ttl=54 time=141 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=36 ttl=54 time=106 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=37 ttl=54 time=108 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=38 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=39 ttl=54 time=107 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=40 ttl=54 time=101 ms
64 bytes from mail.ru (94.100.180.200): icmp_seq=41 ttl=54 time=136 ms

--- mail.ru ping statistics ---
41 packets transmitted, 41 received, 0% packet loss, time 40051ms
rtt min/avg/max/mdev = 101.035/113.338/142.413/9.953 ms
PING mail.ru (217.69.139.200) 56(84) bytes of data.
64 bytes from mail.ru (217.69.139.200): icmp_seq=1 ttl=54 time=125 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=2 ttl=54 time=123 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=3 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=4 ttl=54 time=133 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=5 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=6 ttl=54 time=123 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=7 ttl=54 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=8 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=9 ttl=54 time=132 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=10 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=11 ttl=54 time=136 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=12 ttl=54 time=131 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=13 ttl=54 time=134 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=14 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=15 ttl=54 time=129 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=16 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=17 ttl=54 time=125 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=18 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=19 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=20 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=21 ttl=54 time=148 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=22 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=23 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=24 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=25 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=26 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=27 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=28 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=29 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=30 ttl=54 time=114 ms
PING mail.ru (217.69.139.200) 56(84) bytes of data.
64 bytes from mail.ru (217.69.139.200): icmp_seq=1 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=31 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=2 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=32 ttl=54 time=125 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=3 ttl=54 time=107 ms
PING mail.ru (217.69.139.202) 56(84) bytes of data.
64 bytes from mail.ru (217.69.139.202): icmp_seq=1 ttl=53 time=190 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=33 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=4 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=2 ttl=53 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=34 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=5 ttl=54 time=126 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=3 ttl=53 time=162 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=35 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=6 ttl=54 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=4 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=36 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=7 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=5 ttl=53 time=159 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=37 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=8 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=6 ttl=53 time=129 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=38 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=9 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=7 ttl=53 time=168 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=39 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=10 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=8 ttl=53 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=40 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=11 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=9 ttl=53 time=162 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=41 ttl=54 time=122 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=12 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=10 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=42 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=13 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=11 ttl=53 time=177 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=43 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=14 ttl=54 time=122 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=12 ttl=53 time=117 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=44 ttl=54 time=132 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=15 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=13 ttl=53 time=153 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=45 ttl=54 time=118 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=16 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=14 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=46 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=17 ttl=54 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=15 ttl=53 time=152 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=47 ttl=54 time=107 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=18 ttl=54 time=106 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=16 ttl=53 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=48 ttl=54 time=148 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=19 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=17 ttl=53 time=145 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=49 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=18 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=50 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=19 ttl=53 time=153 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=51 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=20 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=52 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=21 ttl=53 time=163 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=53 ttl=54 time=137 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=22 ttl=53 time=122 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=54 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=23 ttl=53 time=142 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=55 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=24 ttl=53 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=56 ttl=54 time=106 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=25 ttl=53 time=143 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=57 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=26 ttl=53 time=111 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=58 ttl=54 time=119 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=27 ttl=53 time=156 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=59 ttl=54 time=134 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=28 ttl=53 time=112 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=60 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=29 ttl=53 time=142 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=30 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=31 ttl=53 time=155 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=32 ttl=53 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=33 ttl=53 time=142 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=34 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=35 ttl=53 time=146 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=36 ttl=53 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=37 ttl=53 time=135 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=61 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=38 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=62 ttl=54 time=105 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=39 ttl=53 time=139 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=63 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=40 ttl=53 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=64 ttl=54 time=106 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=41 ttl=53 time=147 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=65 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=42 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=66 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=43 ttl=53 time=140 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=67 ttl=54 time=118 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=44 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=68 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=45 ttl=53 time=131 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=69 ttl=54 time=124 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=46 ttl=53 time=157 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=70 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=47 ttl=53 time=129 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=71 ttl=54 time=112 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=48 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=72 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=49 ttl=53 time=126 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=73 ttl=54 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=50 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=74 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=51 ttl=53 time=133 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=20 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=21 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=75 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=52 ttl=53 time=103 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=22 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=76 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=53 ttl=53 time=129 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=23 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=77 ttl=54 time=105 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=54 ttl=53 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=24 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=78 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=55 ttl=53 time=124 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=25 ttl=54 time=139 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=79 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=56 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=26 ttl=54 time=125 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=80 ttl=54 time=124 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=57 ttl=53 time=138 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=27 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=81 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=58 ttl=53 time=127 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=28 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=82 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=59 ttl=53 time=130 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=29 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=83 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=60 ttl=53 time=110 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=30 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=84 ttl=54 time=138 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=61 ttl=53 time=132 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=31 ttl=54 time=113 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=85 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=62 ttl=53 time=105 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=32 ttl=54 time=111 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=86 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=63 ttl=53 time=133 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=33 ttl=54 time=117 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=87 ttl=54 time=105 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=64 ttl=53 time=112 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=34 ttl=54 time=116 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=88 ttl=54 time=118 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=65 ttl=53 time=118 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=35 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=89 ttl=54 time=120 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=66 ttl=53 time=121 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=36 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=90 ttl=54 time=114 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=67 ttl=53 time=127 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=37 ttl=54 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=68 ttl=53 time=121 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=38 ttl=54 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=69 ttl=53 time=122 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=39 ttl=54 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=70 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=40 ttl=54 time=119 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=71 ttl=53 time=127 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=72 ttl=53 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=73 ttl=53 time=119 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=74 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=75 ttl=53 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=76 ttl=53 time=114 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=77 ttl=53 time=111 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=78 ttl=53 time=110 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=79 ttl=53 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=80 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=81 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=82 ttl=53 time=113 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=83 ttl=53 time=107 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=84 ttl=53 time=150 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=85 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=86 ttl=53 time=106 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=87 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=88 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=89 ttl=53 time=109 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=90 ttl=53 time=120 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=91 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=92 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=93 ttl=53 time=114 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=94 ttl=53 time=126 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=95 ttl=53 time=108 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=96 ttl=53 time=115 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=41 ttl=54 time=115 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=97 ttl=53 time=143 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=42 ttl=54 time=121 ms
64 bytes from mail.ru (217.69.139.202): icmp_seq=98 ttl=53 time=129 ms
64 bytes from mail.ru (217.69.139.200): icmp_seq=43 ttl=54 time=109 ms
